OUTID,Birth,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TerTypeName,ClassProfileNAME,ClassLangName,EONAME,EOTYPENAME,EORegName,EOAreaName,EOTerName,EOParent,UkrTest,UkrTestStatus,UkrBall100,UkrBall12,UkrBall,UkrAdaptScale,UkrPTName,UkrPTRegName,UkrPTAreaName,UkrPTTerName,histTest,HistLang,histTestStatus,histBall100,histBall12,histBall,histPTName,histPTRegName,histPTAreaName,histPTTerName,mathTest,mathLang,mathTestStatus,mathBall100,mathBall12,mathBall,mathPTName,mathPTRegName,mathPTAreaName,mathPTTerName,physTest,physLang,physTestStatus,physBall100,physBall12,physBall,physPTName,physPTRegName,physPTAreaName,physPTTerName,chemTest,chemLang,chemTestStatus,chemBall100,chemBall12,chemBall,chemPTName,chemPTRegName,chemPTAreaName,chemPTTerName,bioTest,bioLang,bioTestStatus,bioBall100,bioBall12,bioBall,bioPTName,bioPTRegName,bioPTAreaName,bioPTTerName,geoTest,geoLang,geoTestStatus,geoBall100,geoBall12,geoBall,geoPTName,geoPTRegName,geoPTAreaName,geoPTTerName,engTest,engTestStatus,engBall100,engBall12,engDPALevel,engBall,engPTName,engPTRegName,engPTAreaName,engPTTerName,fraTest,fraTestStatus,fraBall100,fraBall12,fraDPALevel,fraBall,fraPTName,fraPTRegName,fraPTAreaName,fraPTTerName,deuTest,deuTestStatus,deuBall100,deuBall12,deuDPALevel,deuBall,deuPTName,deuPTRegName,deuPTAreaName,deuPTTerName,spaTest,spaTestStatus,spaBall100,spaBall12,spaDPALevel,spaBall,spaPTName,spaPTRegName,spaPTAreaName,spaPTTerName
cedddcd5-8433-4915-b9b6-949cf5fb7826,2002,чоловіча,Волинська область,Камінь-Каширський район,м.Камінь-Каширський,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,"Державний професійно-технічний навчальний заклад ""Камінь-Каширське вище професійне училище""",вище професійне училище,Волинська область,Камінь-Каширський район,м.Камінь-Каширський,"Управління освіти, науки та молоді Волинської обласної державної адміністрації",Українська мова і література,Не з’явився,,,,0,"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-гімназія"" №2 м. Каменя-Каширського Волинської області",Волинська область,Камінь-Каширський район,м.Камінь-Каширський,Історія України,українська,Не з’явився,,,,"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-гімназія"" №2 м. Каменя-Каширського Волинської області",Волинська область,Камінь-Каширський район,м.Камінь-Каширський,Математика,українська,Не з’явився,,,,"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-гімназія"" №2 м. Каменя-Каширського Волинської області",Волинська область,Камінь-Каширський район,м.Камінь-Каширський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c5fb41b-43b5-4679-9de2-45cbdf2d2584,2001,чоловіча,Вінницька область,Вінницька область,м.Могилів-Подільський,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Державний вищий навчальний заклад ""Могилів-Подільський монтажно-економічний коледж""",заклад вищої освіти,Вінницька область,м.Могилів-Подільський,м.Могилів-Подільський,Міністерство освіти і науки України,Українська мова і література,Не з’явився,,,,0,Навчально-виховний комплекс №3 «загальноосвітній навчальний заклад – дошкільний навчальний заклад» м. Могилева-Подільського Вінницької області,Вінницька область,м.Могилів-Подільський,м.Могилів-Подільський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f207a2a-eea5-40c6-bcaf-4bdf2fd2c2c5,2003,жіноча,Полтавська область,Лохвицький район,м.Лохвиця,випускник закладу загальної середньої освіти 2020 року,місто,Математичний,українська,Лохвицька гімназія №1 Лохвицької міської ради Полтавської області,гімназія,Полтавська область,Лохвицький район,м.Лохвиця,Відділ освіти виконавчого комітету Лохвицької міської ради Лохвицького району Полтавської області,Українська мова і література,Зараховано,163.0,10.0,67.0,0,Лубенська загальноосвітня школа І-ІІІ ступенів №7 імені Героя України Віри Роїк Лубенської міської ради Полтавської області,Полтавська область,м.Лубни,м.Лубни,,,,,,,,,,,Математика,українська,Зараховано,155.0,7.0,30.0,Пирятинський ліцей Пирятинської міської ради Полтавської області,Полтавська область,Пирятинський район,м.Пирятин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,126.0,6.0,стандарт(академічний),31.0,Лубенська загальноосвітня школа І-ІІІ ступенів №2 Лубенської міської ради Полтавської області,Полтавська область,м.Лубни,м.Лубни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98584d56-586b-4da8-9e0e-fecc55dbb81e,2003,чоловіча,Львівська область,Львівська область,м.Борислав,випускник закладу загальної середньої освіти 2020 року,місто,Універсальний,українська,Бориславська загальноосвітня школа І-ІІІ ступенів №4 імені Стефана Коваліва Бориславської міської ради Львівської області,середня загальноосвітня школа,Львівська область,м.Борислав,м.Борислав,Відділ освіти Бориславської міської ради,Українська мова і література,Зараховано,165.0,9.0,69.0,0,Бориславська загальноосвітня школа І-ІІІ ступенів №1 Бориславської міської ради Львівської області,Львівська область,м.Борислав,м.Борислав,Історія України,українська,Зараховано,175.0,9.0,65.0,Бориславська загальноосвітня школа І-ІІІ ступенів №4 імені Стефана Коваліва Бориславської міської ради Львівської області,Львівська область,м.Борислав,м.Борислав,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,157.0,7.0,52.0,Дрогобицька загальноосвітня школа І-ІІІ ступенів №17 Дрогобицької міської ради Львівської області,Львівська область,м.Дрогобич,м.Дрогобич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e14c8b9c-2c54-4f88-9f3e-626f1db7ba11,2001,чоловіча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Зараховано,103.0,,24.0,0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b66c212e-e337-4d9c-a53c-5604614860e7,2003,чоловіча,Миколаївська область,Вітовський район,с.Мішково-Погорілове,випускник закладу загальної середньої освіти 2020 року,село,Української філології,українська,Мішково-Погорілівська загальноосвітня санаторна школа-інтернат I-III ступенів Миколаївської обласної ради,загальноосвітня санаторна школа,Миколаївська область,Вітовський район,с.Мішково-Погорілове,Департамент освіти і науки Миколаївської обласної державної адміністрації,Українська мова і література,Зараховано,100.0,4.0,22.0,0,Миколаївська загальноосвітня школа I-III ступенів №19 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Інгульський район міста,Інгульський район міста,Історія України,українська,Не подолав поріг,0.0,6.0,24.0,Миколаївська загальноосвітня школа I-III ступенів №20 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Інгульський район міста,Інгульський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,119.0,5.0,стандарт(академічний),27.0,Миколаївська загальноосвітня школа I-III ступенів №19 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Інгульський район міста,Інгульський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0388f25e-14c1-42f0-a2b8-9e0b40a1d695,2003,чоловіча,Дніпропетровська область,м.Кам'янське,Заводський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Інформаційно-технологічний,українська,"Комунальний заклад ""Середня загальноосвітня школа № 23"" Кам`янської міської ради",середня загальноосвітня школа,Дніпропетровська область,м.Кам'янське. Заводський район міста,Заводський район міста,Департамент з гуманітарних питань Кам'янської міської ради,Українська мова і література,Не з’явився,,,,0,"Комунальний заклад ""Спеціалізована школа з поглибленим вивченням іноземних мов І ступеня - колегіум № 16"" Кам'янської міської ради",Дніпропетровська область,м.Кам'янське. Заводський район міста,Заводський район міста,Історія України,українська,Не з’явився,,,,"Комунальний заклад ""Навчально-виховний комплекс ""Гімназія №11 - спеціалізована школа з поглибленим вивченням іноземних мов I ступеня - дошкільний навчальний заклад ""Еврика"" Кам'янської міської ради",Дніпропетровська область,м.Кам'янське. Заводський район міста,Заводський район міста,Математика,українська,Не з’явився,,,,Кам'янське вище професійне училище,Дніпропетровська область,м.Кам'янське. Заводський район міста,Заводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f09381ee-8397-46f6-9e18-b0df56596552,2002,чоловіча,Волинська область,Ратнівський район,с.Самари,Випускник минулих років,село,,,,,,,,,,,,,,0,,,,,Історія України,українська,Зараховано,106.0,,27.0,"Комунальний заклад ""Луцький навчально-виховний комплекс ""Гімназія №14 імені Василя Сухомлинського"" Луцької міської ради Волинської області""",Волинська область,м.Луцьк,м.Луцьк,Математика,українська,Не подолав поріг,0.0,,7.0,"Комунальний заклад ""Луцька загальноосвітня школа І-ІІІ ступенів №25 Луцької міської ради Волинської області""",Волинська область,м.Луцьк,м.Луцьк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43dcb66f-30bf-4d48-82ea-b1cdb53e808e,2001,жіноча,Черкаська область,Смілянський район,с.Плескачівка,Випускник минулих років,село,,,,,,,,,,,,,,0,,,,,Історія України,українська,Не з’явився,,,,Смілянська загальноосвітня школа І-ІІІ ступенів №11 Смілянської міської ради Черкаської області,Черкаська область,м.Сміла,м.Сміла,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95f5c785-e1da-4771-8148-f1e23be37833,2003,чоловіча,Черкаська область,м.Черкаси,Соснівський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Іноземної філології,українська,Черкаська спеціалізована школа І-ІІІ ступенів №3 Черкаської міської ради Черкаської області,спеціалізована школа,Черкаська область,м.Черкаси. Соснівський район міста,Соснівський район міста,Департамент освіти та гуманітарної політики Черкаської міської ради,Українська мова і література,Зараховано,128.0,7.0,41.0,0,Черкаський національний університет імені Богдана Хмельницького (корпус №3),Черкаська область,м.Черкаси. Придніпровський район міста,Придніпровський район міста,Історія України,українська,Зараховано,132.0,,35.0,Черкаська спеціалізована школа І-ІІІ ступенів №33 імені В.Симоненка Черкаської міської ради Черкаської області,Черкаська область,м.Черкаси. Придніпровський район міста,Придніпровський район міста,Математика,українська,Зараховано,139.0,6.0,22.0,Черкаська спеціалізована школа I-III ступенів №28 імені Т.Г.Шевченка Черкаської міської ради Черкаської області,Черкаська область,м.Черкаси. Соснівський район міста,Соснівський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,119.0,5.0,профільний,27.0,Черкаська спеціалізована школа I-III ступенів №28 імені Т.Г.Шевченка Черкаської міської ради Черкаської області,Черкаська область,м.Черкаси. Соснівський район міста,Соснівський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98a997cd-5a70-4ca0-a87f-e52fc08542fe,2003,чоловіча,Херсонська область,Білозерський район,с.Киселівка,випускник закладу загальної середньої освіти 2020 року,село,Універсальний,українська,Киселівська загальноосвітня школа I-III ступенів Білозерської районної ради Херсонської області,середня загальноосвітня школа,Херсонська область,Білозерський район,с.Киселівка,"Відділ освіти, молоді і спорту Білозерської районної державної адміністрації",Українська мова і література,Зараховано,125.0,5.0,39.0,0,Херсонський фізико-технічний ліцей Херсонської міської ради,Херсонська область,м.Херсон. Дніпровський район міста,Дніпровський район міста,Історія України,українська,Зараховано,135.0,7.0,36.0,Херсонська спеціалізована школа I-III ступенів №52 з поглибленим вивченням української мови Херсонської міської ради,Херсонська область,м.Херсон. Дніпровський район міста,Дніпровський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,133.0,6.0,35.0,Херсонська загальноосвітня школа І-ІІІ ступенів №53 Херсонської міської ради,Херсонська область,м.Херсон. Дніпровський район міста,Дніпровський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ef34f6e-f61f-406e-80db-42f11378d7a6,2002,жіноча,Запорізька область,Запорізька область,м.Мелітополь,випускник закладу загальної середньої освіти 2020 року,місто,Економічний,українська,Ліцей № 5 Мелітопольської міської ради Запорізької області,ліцей,Запорізька область,м.Мелітополь,м.Мелітополь,Управління освіти Мелітопольської міської ради Запорізької області,Українська мова і література,Зараховано,124.0,6.0,38.0,0,"Державний вищий навчальний заклад ""Мелітопольський промислово-економічний коледж""",Запорізька область,м.Мелітополь,м.Мелітополь,Історія України,українська,Зараховано,100.0,,25.0,Мелітопольський навчально-виховний комплекс № 16 Мелітопольської міської ради Запорізької області,Запорізька область,м.Мелітополь,м.Мелітополь,Математика,українська,Зараховано,126.0,5.0,17.0,"Відокремлений структурний підрозділ "" Мелітопольський коледж Таврійського державного агротехнологічного університету імені Дмитра Моторного""",Запорізька область,м.Мелітополь,м.Мелітополь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,135.0,6.0,41.0,Мелітопольська загальноосвітня школа І-ІІІ ступенів № 24 Мелітопольської міської ради Запорізької області,Запорізька область,м.Мелітополь,м.Мелітополь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93399e4d-2bdf-488a-bcde-67d052f4d245,2003,жіноча,Львівська область,Сокальський район,м.Сокаль,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,Заклад загальної середньої освіти І-ІІІ ступенів Сокальський ліцей №1 імені Олега Романіва Сокальської районної ради Львівської області,ліцей,Львівська область,Сокальський район,м.Сокаль,Відділ освіти Сокальської районної державної адміністрації,Українська мова і література,Зараховано,170.0,9.0,73.0,0,Сокальська загальноосвітня школа І-ІІІ ступенів №4 Сокальської районної ради Львівської області,Львівська область,Сокальський район,м.Сокаль,Історія України,українська,Зараховано,162.0,8.0,53.0,Заклад загальної середньої освіти І-ІІІ ступенів Сокальський ліцей №3 Сокальської районної ради Львівської області,Львівська область,Сокальський район,м.Сокаль,Математика,українська,Зараховано,162.0,,34.0,Сокальська загальноосвітня школа І-ІІІ ступенів №4 Сокальської районної ради Львівської області,Львівська область,Сокальський район,м.Сокаль,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,168.0,8.0,59.0,Червоноградська загальноосвітня школа І-ІІІ ступенів №12 Червоноградської міської ради Львівської області,Львівська область,м.Червоноград,м.Червоноград,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15a042e5-284e-48a9-834a-9862359a5859,2002,жіноча,Миколаївська область,м.Миколаїв,Інгульський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,Миколаївська загальноосвітня школа І-ІІІ ступенів №50 ім. Г.Л. Дівіної Миколаївської міської ради Миколаївської області,середня загальноосвітня школа,Миколаївська область,м.Миколаїв. Інгульський район міста,Інгульський район міста,Управління освіти Миколаївської міської ради Миколаївської області,Українська мова і література,Зараховано,185.0,11.0,87.0,0,Миколаївська загальноосвітня школа I-III ступенів №40 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Корабельний район міста,Корабельний район міста,Історія України,українська,Зараховано,167.0,10.0,57.0,Миколаївська загальноосвітня школа I-III ступенів №56 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Інгульський район міста,Інгульський район міста,Математика,українська,Зараховано,153.0,,29.0,Миколаївська загальноосвітня школа I-III ступенів №36 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Заводський район міста,Заводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,148.0,8.0,стандарт(академічний),43.0,Миколаївська гімназія №4 Миколаївської міської ради Миколаївської області,Миколаївська область,м.Миколаїв. Заводський район міста,Заводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13ce30db-6394-4854-8a89-aa7b44c3f222,2003,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Іноземної філології,українська,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,142.0,8.0,51.0,0,Чернівецька гімназія №7 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,106.0,5.0,27.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,141.0,6.0,44.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18d1b1bf-3cf6-4e17-86c9-657cc05fb512,2003,чоловіча,Волинська область,Любешівський район,с.Деревок,випускник закладу загальної середньої освіти 2020 року,село,Української філології,українська,"Заклад загальної середньої освіти ""Деревківський ліцей"" Любешівської селищної ради Волинської області",середня загальноосвітня школа,Волинська область,Любешівський район,с.Деревок,Відділ освіти Управління гуманітарної політики Любешівської селищної ради Любешівського району Волинської області,Українська мова і література,Зараховано,156.0,8.0,61.0,0,"Опорний заклад загальної середньої освіти ""Любешівський ліцей"" Любешівської селищної ради Волинської області",Волинська область,Любешівський район,смт Любешів,Історія України,українська,Зараховано,155.0,8.0,47.0,"Опорний заклад загальної середньої освіти ""Любешівський ліцей"" Любешівської селищної ради Волинської області",Волинська область,Любешівський район,смт Любешів,Математика,українська,Зараховано,137.0,,21.0,"Державний професійно-технічний навчальний заклад ""Камінь-Каширське вище професійне училище""",Волинська область,Камінь-Каширський район,м.Камінь-Каширський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,176.0,9.0,65.0,Маневицький професійний ліцей,Волинська область,Маневицький район,смт Маневичі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373a3cf0-608a-4639-a544-88aa4e8a66f8,2003,чоловіча,Дніпропетровська область,Покровський район,с.Гаврилівка,випускник закладу загальної середньої освіти 2020 року,село,Універсальний,українська,Гаврилівська загальноосвітня школа І-ІІІ ступенів Маломихайлівської сільської ради Покровського району Дніпропетровської області,середня загальноосвітня школа,Дніпропетровська область,Покровський район,с.Гаврилівка,Виконавчий комітет Маломихайлівської сільської ради Покровської району Дніпропетровської області,Українська мова і література,Зараховано,104.0,4.0,25.0,0,"Васильківський навчально-виховний комплекс № 3 ""загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Васильківського району Дніпропетровської області",Дніпропетровська область,Васильківський район,смт Васильківка,Історія України,українська,Не подолав поріг,0.0,,19.0,"Опорний заклад Васильківський навчально-виховний комплекс №1 імені М.М. Коцюбинського ""загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Васильківського району Дніпропетровської області",Дніпропетровська область,Васильківський район,смт Васильківка,Математика,українська,Зараховано,103.0,4.0,10.0,"Васильківський навчально-виховний комплекс № 3 ""загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Васильківського району Дніпропетровської області",Дніпропетровська область,Васильківський район,смт Васильківка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,115.0,5.0,стандарт(академічний),25.0,Синельниківська загальноосвітня школа І-ІІІ ступенів № 5 Синельниківської міської ради Дніпропетровської області,Дніпропетровська область,м.Синельникове,м.Синельникове,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05b0b472-fb16-4e82-a306-b18a8df757c2,2002,чоловіча,Донецька область,Донецька область,м.Авдіївка,випускник закладу загальної середньої освіти 2020 року,місто,Географічний,українська,Авдіївська загальноосвітня школа І-ІІІ ступенів № 6 Авдіївської міської ради Донецької області,середня загальноосвітня школа,Донецька область,м.Авдіївка,м.Авдіївка,Відділ освіти військово-цивільної адміністрації міста Авдіївка Донецької області,Українська мова і література,Зараховано,163.0,8.0,67.0,0,Загальноосвітня школа I-III ступенів №4 Покровської міської ради Донецької області,Донецька область,м.Покровськ,м.Покровськ,Історія України,українська,Зараховано,171.0,11.0,61.0,Навчально-виховний комплекс №1 Покровської міської ради Донецької області,Донецька область,м.Покровськ,м.Покровськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,151.0,7.0,49.0,Загальноосвітня школа I-III ступенів №4 Покровської міської ради Донецької області,Донецька область,м.Покровськ,м.Покровськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc96cee5-4e0e-4de9-a13a-d46cc46c6f86,2004,жіноча,Дніпропетровська область,м.Кам'янське,Дніпровський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Технологічний,українська,"Комунальний заклад ""Навчально-виховний комплекс "" Загальноосвітній навчальний заклад - дошкільний навчальний заклад "" № 26"" Кам'янської міської ради",навчально-виховний комплекс,Дніпропетровська область,м.Кам'янське. Дніпровський район міста,Дніпровський район міста,Департамент з гуманітарних питань Кам'янської міської ради,Українська мова і література,Зараховано,119.0,5.0,35.0,0,"Комунальний заклад ""Середня загальноосвітня школа № 30"" Кам'янської міської ради",Дніпропетровська область,м.Кам'янське. Дніпровський район міста,Дніпровський район міста,Історія України,українська,Зараховано,109.0,6.0,28.0,Дніпровський державний технічний університет (корпус 1),Дніпропетровська область,м.Кам'янське. Заводський район міста,Заводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,119.0,5.0,34.0,Дніпровський державний технічний університет (корпус 1),Дніпропетровська область,м.Кам'янське. Заводський район міста,Заводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22c7ff3e-2464-498b-9b65-d2b81eb6e362,2002,жіноча,м.Київ,м.Київ,Святошинський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Інший(багатопрофільність),українська,Середня загальноосвітня школа №162 Святошинського району м.Києва,середня загальноосвітня школа,м.Київ,м.Київ. Святошинський район міста,Святошинський район міста,"Управління освіти, молоді та спорту Святошинської районної в місті Києві державної адміністрації",Українська мова і література,Зараховано,172.0,9.0,75.0,0,Коледж інформаційних технологій та землевпорядкування Національного авіаційного університету,м.Київ,м.Київ. Святошинський район міста,Святошинський район міста,Історія України,українська,Зараховано,135.0,7.0,36.0,Спеціалізована школа №304 Святошинського району м.Києва,м.Київ,м.Київ. Святошинський район міста,Святошинський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,189.0,11.0,профільний,64.0,Спеціалізована школа №304 Святошинського району м.Києва,м.Київ,м.Київ. Святошинський район міста,Святошинський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002ad170-5082-4cfc-857a-f7a364f7ca60,2002,чоловіча,Львівська область,м.Львів,Залізничний район міста,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,"Державний навчальний заклад ""Львівське вище професійне художнє училище""",вище художнє професійно-технічне училище,Львівська область,м.Львів. Залізничний район міста,Залізничний район міста,Департамент освіти і науки Львівської обласної державної адміністрації,Українська мова і література,Зараховано,100.0,3.0,22.0,0,"Державний навчальний заклад ""Львівське вище професійне політехнічне училище""",Львівська область,м.Львів. Сихівський район міста,Сихівський район міста,Історія України,українська,Зараховано,123.0,6.0,32.0,"Технологічний коледж державного вищого навчального закладу ""Національний лісотехнічний університет України""",Львівська область,м.Львів. Франківський район міста,Франківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,130.0,6.0,34.0,Середня загальноосвітня школа №27 м.Львова імені героя Небесної Сотні Юрія Вербицького,Львівська область,м.Львів. Галицький район міста,Галицький район міста,Географія,українська,Зараховано,128.0,,38.0,Львівська лінгвістична гімназія Львівської міської ради Львівської області,Львівська область,м.Львів. Галицький район міста,Галицький район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20be0586-90eb-4fcf-9367-0e3304a36807,2000,чоловіча,Запорізька область,Запорізька область,м.Мелітополь,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Відокремлений структурний підрозділ "" Мелітопольський коледж Таврійського державного агротехнологічного університету імені Дмитра Моторного""",заклад вищої освіти,Запорізька область,м.Мелітополь,м.Мелітополь,Міністерство освіти і науки України,Українська мова і література,Не з’явився,,,,0,Мелітопольський навчально-виховний комплекс № 16 Мелітопольської міської ради Запорізької області,Запорізька область,м.Мелітополь,м.Мелітополь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0627c38d-f280-4372-9e11-255cc8fa15e1,2003,жіноча,Львівська область,м.Львів,Залізничний район міста,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,Міжрегіональний центр професійно-технічної освіти художнього моделювання і дизайну м. Львова,центр професійно-технічної освіти,Львівська область,м.Львів. Залізничний район міста,Залізничний район міста,Департамент освіти і науки Львівської обласної державної адміністрації,Українська мова і література,Зараховано,178.0,9.0,80.0,0,Ліцей №2 Львівської міської ради,Львівська область,м.Львів. Франківський район міста,Франківський район міста,Історія України,українська,Зараховано,155.0,8.0,47.0,Ліцей міжнародних відносин ім. В. Стуса Львівської міської ради,Львівська область,м.Львів. Франківський район міста,Франківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,127.0,,33.0,Ліцей № 45 Львівської міської ради,Львівська область,м.Львів. Франківський район міста,Франківський район міста,,,,,,,,,,,Англійська мова,Зараховано,131.0,6.0,стандарт(академічний),34.0,Ліцей № 45 Львівської міської ради,Львівська область,м.Львів. Франківський район міста,Франківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
