OUTID,Birth,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TerTypeName,ClassProfileNAME,ClassLangName,EONAME,EOTYPENAME,EORegName,EOAreaName,EOTerName,EOParent,UkrTest,UkrTestStatus,UkrBall100,UkrBall12,UkrBall,UkrAdaptScale,UkrPTName,UkrPTRegName,UkrPTAreaName,UkrPTTerName,histTest,HistLang,histTestStatus,histBall100,histBall12,histBall,histPTName,histPTRegName,histPTAreaName,histPTTerName,mathTest,mathLang,mathTestStatus,mathBall100,mathBall12,mathBall,mathPTName,mathPTRegName,mathPTAreaName,mathPTTerName,physTest,physLang,physTestStatus,physBall100,physBall12,physBall,physPTName,physPTRegName,physPTAreaName,physPTTerName,chemTest,chemLang,chemTestStatus,chemBall100,chemBall12,chemBall,chemPTName,chemPTRegName,chemPTAreaName,chemPTTerName,bioTest,bioLang,bioTestStatus,bioBall100,bioBall12,bioBall,bioPTName,bioPTRegName,bioPTAreaName,bioPTTerName,geoTest,geoLang,geoTestStatus,geoBall100,geoBall12,geoBall,geoPTName,geoPTRegName,geoPTAreaName,geoPTTerName,engTest,engTestStatus,engBall100,engBall12,engDPALevel,engBall,engPTName,engPTRegName,engPTAreaName,engPTTerName,fraTest,fraTestStatus,fraBall100,fraBall12,fraDPALevel,fraBall,fraPTName,fraPTRegName,fraPTAreaName,fraPTTerName,deuTest,deuTestStatus,deuBall100,deuBall12,deuDPALevel,deuBall,deuPTName,deuPTRegName,deuPTAreaName,deuPTTerName,spaTest,spaTestStatus,spaBall100,spaBall12,spaDPALevel,spaBall,spaPTName,spaPTRegName,spaPTAreaName,spaPTTerName
3e45e532-176b-42fe-b887-83e9056a0c79,2003,жіноча,Закарпатська область,Закарпатська область,м.Ужгород,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Комунальний вищий навчальний заклад ""Ужгородський музичний коледж імені Д.Є. Задора"" Закарпатської обласної ради",заклад вищої освіти,Закарпатська область,м.Ужгород,м.Ужгород,Міністерство культури України,Українська мова і література,Зараховано,170.0,9.0,73.0,0,Ужгородська загальноосвітня школа І-ІІІ ступенів №12 Ужгородської міської ради Закарпатської області,Закарпатська область,м.Ужгород,м.Ужгород,Історія України,українська,Зараховано,165.0,11.0,55.0,Ужгородська загальноосвітня школа І-ІІІ ступенів №6 імені В. С. Гренджі-Донського Ужгородської міської ради Закарпатської області,Закарпатська область,м.Ужгород,м.Ужгород,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,157.0,8.0,стандарт(академічний),48.0,Ужгородська загальноосвітня школа І-ІІІ ступенів №8 Ужгородської міської ради Закарпатської області,Закарпатська область,м.Ужгород,м.Ужгород,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2daf5ce-dc2d-4115-bceb-bcb1b89443d5,2003,жіноча,Вінницька область,Вінницька область,м.Вінниця,випускник закладу загальної середньої освіти 2020 року,місто,Історичний,українська,"Комунальний заклад "" Загальноосвітня школа I-III ступенів №12 Вінницької міської ради""",середня загальноосвітня школа,Вінницька область,м.Вінниця,м.Вінниця,Департамент освіти Вінницької міської ради,Українська мова і література,Зараховано,174.0,11.0,77.0,0,Вінницький коледж будівництва і архітектури Київського національного університету будівництва та архітектури,Вінницька область,м.Вінниця,м.Вінниця,Історія України,українська,Зараховано,153.0,8.0,46.0,"Комунальний заклад ""Загальноосвітня школа I-III ступенів №32 Вінницької міської ради""",Вінницька область,м.Вінниця,м.Вінниця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,182.0,10.0,70.0,Комунальний заклад загальної середньої освіти I-III ступенів № 9 Вінницької міської ради,Вінницька область,м.Вінниця,м.Вінниця,Англійська мова,Зараховано,155.0,,,47.0,"Комунальний заклад ""Загальноосвітня школа I-III ступенів №32 Вінницької міської ради""",Вінницька область,м.Вінниця,м.Вінниця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121bf120-f54f-4ce6-9380-be5dc7704bc9,2002,чоловіча,Рівненська область,Сарненський район,с.Кричильськ,випускник закладу загальної середньої освіти 2020 року,село,Української філології,українська,Кричильська загальноосвітня школа І-ІІІ ступенів імені Леоніда Куліша-Зіньківа Сарненської районної ради Рівненської області,середня загальноосвітня школа,Рівненська область,Сарненський район,с.Кричильськ,"Відділ освіти, молоді та спорту Сарненської районної державної адміністрації",Українська мова і література,Зараховано,104.0,5.0,25.0,0,Вище професійне училище №22 м. Сарни,Рівненська область,Сарненський район,м.Сарни,Історія України,українська,Не подолав поріг,0.0,5.0,24.0,"Сарненський навчально-виховний комплекс ""Школа-колегіум"" ім. Т. Г. Шевченка Сарненської районної ради Рівненської області",Рівненська область,Сарненський район,м.Сарни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,107.0,4.0,28.0,Сарненська загальноосвітня школа І-ІІІ ступенів №4 Сарненської районної ради Рівненської області,Рівненська область,Сарненський район,м.Сарни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9c702dd-7ddc-4f30-a3ca-fb35f237ae19,2002,чоловіча,Київська область,Київська область,м.Бровари,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,Броварська загальноосвітня школа I-ІII ступенів №6 Броварської міської ради Київської області,середня загальноосвітня школа,Київська область,м.Бровари,м.Бровари,Управління освіти і науки Броварської міської ради Київської області,Українська мова і література,Не подолав поріг,0.0,3.0,14.0,0,Броварська загальноосвітня школа І-ІІІ ступенів №3 Броварської міської ради Київської області,Київська область,м.Бровари,м.Бровари,,,,,,,,,,,Математика,українська,Не подолав поріг,0.0,3.0,7.0,Броварська загальноосвітня школа І-ІІІ ступенів №9 Броварської міської ради Київської області,Київська область,м.Бровари,м.Бровари,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,"Комунальний вищий навчальний заклад Київської обласної ради ""Броварське вище училище фізичної культури""",Київська область,м.Бровари,м.Бровари,Англійська мова,Не з’явився,,,стандарт(академічний),,Броварська загальноосвітня школа І-ІІІ ступенів №9 Броварської міської ради Київської області,Київська область,м.Бровари,м.Бровари,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a77a8b-56ad-4f1b-8c61-8eef3461e8fd,2002,жіноча,Івано-Франківська область,Снятинський район,с.Стецева,випускник закладу загальної середньої освіти 2020 року,село,Технологічний,українська,Стецівський ліцей Снятинської районної ради Івано-Франківської області,ліцей,Івано-Франківська область,Снятинський район,с.Стецева,"Управління освіти, молоді та спорту Снятинської райдержадміністрації",Українська мова і література,Зараховано,174.0,10.0,77.0,0,Снятинський ліцей імені Михайла Бажанського Снятинської районної ради Івано-Франківської області,Івано-Франківська область,Снятинський район,м.Снятин,Історія України,українська,Зараховано,143.0,,40.0,Снятинський ліцей імені Василя Стефаника Снятинської районної ради Івано-Франківської області,Івано-Франківська область,Снятинський район,м.Снятин,Математика,українська,Зараховано,158.0,8.0,32.0,Снятинський ліцей імені Василя Стефаника Снятинської районної ради Івано-Франківської області,Івано-Франківська область,Снятинський район,м.Снятин,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,167.0,8.0,53.0,Городенківcька загальноосвітня школа І-ІІІ ступенів №1,Івано-Франківська область,Городенківський район,м.Городенка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c021dcf-6d71-4f80-ad1a-beaa300bb338,2001,чоловіча,Миколаївська область,Миколаївська область,м.Вознесенськ,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Вознесенський коледж Миколаївського національного аграрного університету,заклад вищої освіти,Миколаївська область,м.Вознесенськ,м.Вознесенськ,Міністерство освіти і науки України,Українська мова і література,Не з’явився,,,,0,Вознесенська гімназія імені Тараса Шевченка Вознесенської міської ради,Миколаївська область,м.Вознесенськ,м.Вознесенськ,Історія України,українська,Не з’явився,,,,Вознесенська загальноосвітня школа I-III ступенів №10 Вознесенської міської ради Миколаївської області,Миколаївська область,м.Вознесенськ,м.Вознесенськ,Математика,українська,Не з’явився,,,,Вознесенська гімназія імені Тараса Шевченка Вознесенської міської ради,Миколаївська область,м.Вознесенськ,м.Вознесенськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12af96ef-660d-4a6d-9577-c7c721598e07,2004,чоловіча,Луганська область,Білокуракинський район,с-ще Мирне,випускник закладу загальної середньої освіти 2020 року,село,Української філології,українська,Мирненська загальноосвітня школа І-ІІІ ступенів Лозно-Олександрівської селищної ради Луганської області,середня загальноосвітня школа,Луганська область,Білокуракинський район,с-ще Мирне,"Відділ освіти, культури, бібліотек, молоді та спорту Лозно-Олександрівської селищної ради",Українська мова і література,Зараховано,113.0,5.0,31.0,0,Старобільська загальноосвітня школа ІІ-ІІІ ступенів № 4 Старобільської районної ради Луганської області,Луганська область,Старобільський район,м.Старобільськ,Історія України,українська,Не подолав поріг,0.0,6.0,24.0,Старобільська загальноосвітня школа ІІ-ІІІ ступенів № 4 Старобільської районної ради Луганської області,Луганська область,Старобільський район,м.Старобільськ,Математика,українська,Не подолав поріг,0.0,,8.0,Старобільська спеціалізована загальноосвітня школа І-ІІІ ступенів № 3 Старобільської районної ради Луганської області,Луганська область,Старобільський район,м.Старобільськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,109.0,4.0,29.0,Старобільська загальноосвітня школа ІІ-ІІІ ступенів № 2 Старобільської районної ради Луганської області,Луганська область,Старобільський район,м.Старобільськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a89143b-7725-4d5c-a5fa-a0dd7d768bbf,2003,чоловіча,Хмельницька область,Хмельницька область,м.Хмельницький,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,Вище професійне училище №25 м.Хмельницького,вище професійне училище,Хмельницька область,м.Хмельницький,м.Хмельницький,Департамент освіти і науки Хмельницької обласної державної адміністрації,Українська мова і література,Зараховано,100.0,4.0,22.0,0,Хмельницька середня загальноосвітня школа I-III ступенів №25 імені Івана Огієнка,Хмельницька область,м.Хмельницький,м.Хмельницький,Історія України,українська,Не з’явився,,,,Спеціалізована загальноосвітня школа I-III ступенів №12 м. Хмельницького,Хмельницька область,м.Хмельницький,м.Хмельницький,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Не з’явився,,,,Хмельницька середня загальноосвітня школа I-III ступенів №25 імені Івана Огієнка,Хмельницька область,м.Хмельницький,м.Хмельницький,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13577c49-773e-4b15-96cb-ca55606ee426,2003,чоловіча,Львівська область,Сколівський район,с.Козьова,випускник закладу загальної середньої освіти 2020 року,село,Фізико-математичний,українська,Козівський опорний навчальний заклад загальної середньої освіти І -ІІІ ступенів - ліцей імені Михайла Гаврилка при Львівському національному університеті імені Івана Франка Сколівської районної ради Львівської області,середня загальноосвітня школа,Львівська область,Сколівський район,с.Козьова,Відділ освіти Сколівської районної державної адміністрації,Українська мова і література,Не з’явився,,,,0,Сколівський заклад загальної середньої освіти І-ІІІ рівнів №3 Сколівської районної ради Львівської області,Львівська область,Сколівський район,м.Сколе,Історія України,українська,Не з’явився,,,,"Опорний навчальний заклад ""Сколівська академічна гімназія при Національному університеті ""Львівська політехніка"" імені Героя України Героя Небесної сотні Олега Ушневича"" Сколівської районної ради Львівської області",Львівська область,Сколівський район,м.Сколе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,"Державний навчальний заклад ""Вище професійне училище №34 м. Стрий""",Львівська область,м.Стрий,м.Стрий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846331c-b091-4410-b1bf-cabe15be1b19,2002,жіноча,Волинська область,Ківерцівський район,смт Цумань,випускник закладу загальної середньої освіти 2020 року,місто,Інший(багатопрофільність),українська,Заклад загальної середньої освіти І-ІІІ ступенів смт Цумань Цуманської селищної ради Волинської області,середня загальноосвітня школа,Волинська область,Ківерцівський район,смт Цумань,"Відділ освіти, молоді та спорту Цуманської селищної ради Ківерцівського району Волинської області",Українська мова і література,Не з’явився,,,,0,"Опорний заклад освіти ""Заклад загальної середньої освіти I-III ступенів №4 міста Ківерці Волинської області""",Волинська область,Ківерцівський район,м.Ківерці,Історія України,українська,Не з’явився,,,,Загальноосвітня школа І-ІІІ ступеня №3 м. Ківерці Волинської області,Волинська область,Ківерцівський район,м.Ківерці,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,"Комунальний заклад ""Луцький навчально-виховний комплекс №26 Луцької міської ради Волинської області""",Волинська область,м.Луцьк,м.Луцьк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64e1e33a-dfaf-43fc-bdec-0d318a593fa5,1980,чоловіча,Рівненська область,Рівненська область,м.Рівне,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Не з’явився,,,,0,Технічний коледж Національного університету водного господарства та природокористування,Рівненська область,м.Рівне,м.Рівне,Історія України,українська,Не з’явився,,,,Здолбунівська гімназія Здолбунівської районної ради Рівненської області,Рівненська область,Здолбунівський район,м.Здолбунів,Математика,українська,Не з’явився,,,,"Рівненський навчально-виховний комплекс №2 ""Школа-ліцей"" Рівненської міської ради",Рівненська область,м.Рівне,м.Рівне,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf1ea97b-b48e-4ff4-a34a-e7469dd6dd2f,2002,жіноча,Харківська область,м.Харків,Основ'янський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Історичний,українська,Харківська загальноосвітня школа I-III ступенів № 41 Харківської міської ради Харківської області,середня загальноосвітня школа,Харківська область,м.Харків. Основ'янський район міста,Основ'янський район міста,Управління освіти адміністрації Основ'янського району Харківської міської ради,Українська мова і література,Зараховано,131.0,8.0,43.0,0,"Комунальний заклад ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради",Харківська область,м.Харків. Основ'янський район міста,Основ'янський район міста,Історія України,українська,Зараховано,135.0,7.0,36.0,"Харківський торговельно-економічний інститут Київського національного торговельно-економічного університету (Корпус 2, ""Плетньовський"")",Харківська область,м.Харків. Основ'янський район міста,Основ'янський район міста,Математика,українська,Не подолав поріг,0.0,,6.0,Український державний університет залізничного транспорту (4-й корпус),Харківська область,м.Харків. Основ'янський район міста,Основ'янський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,130.0,6.0,39.0,Харківський національний автомобільно-дорожній університет,Харківська область,м.Харків. Київський район міста,Київський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228a86da-bf30-4eaa-b518-dde0781e97e7,2003,жіноча,Рівненська область,Рокитнівський район,с.Березове,випускник закладу загальної середньої освіти 2020 року,село,Технологічний,українська,"Березівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",навчально-виховний комплекс,Рівненська область,Рокитнівський район,с.Березове,Відділ освіти Рокитнівської районної державної адміністрації Рівненської області,Українська мова і література,Зараховано,163.0,9.0,67.0,0,Рокитнівський навчально-виховний комплекс школа І ступеня-гімназія Рокитнівської районної ради Рівненської області,Рівненська область,Рокитнівський район,смт Рокитне,Історія України,українська,Зараховано,173.0,11.0,63.0,"Опорний загальноосвітній навчальний заклад ""Рокитнівська загальноосвітня школа І-ІІІ ступенів №3"" Рокитнівської районної ради Рівненської області",Рівненська область,Рокитнівський район,смт Рокитне,Математика,українська,Зараховано,103.0,,10.0,Сарненська гімназія Сарненської районної ради Рівненської області,Рівненська область,Сарненський район,м.Сарни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,141.0,6.0,44.0,"Опорний загальноосвітній навчальний заклад ""Рокитнівська загальноосвітня школа І-ІІІ ступенів №3"" Рокитнівської районної ради Рівненської області",Рівненська область,Рокитнівський район,смт Рокитне,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da7af8c4-4bab-4478-86a9-7eda35d68272,2001,чоловіча,Кіровоградська область,Долинський район,м.Долинська,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Не подолав поріг,0.0,,14.0,0,"Комунальний заклад ""Долинська загальноосвітня школа I-III ступенів № 4 Долинської районної ради""",Кіровоградська область,Долинський район,м.Долинська,Історія України,українська,Не подолав поріг,0.0,,23.0,"Комунальний заклад ""Навчально-виховний комплекс ""Долинська гімназія - загальноосвітня школа I-III ступенів № 3 Долинської районної ради""",Кіровоградська область,Долинський район,м.Долинська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b54cab2b-ba32-45f6-83d1-9f039df19f7d,1998,жіноча,Полтавська область,м.Полтава,Київський район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Зараховано,142.0,,51.0,0,Полтавська гімназія № 13 Полтавської міської ради Полтавської області,Полтавська область,м.Полтава. Київський район міста,Київський район міста,Історія України,українська,Зараховано,129.0,,34.0,"Комунальний заклад ""Полтавська гімназія № 6 Полтавської міської ради Полтавської області""",Полтавська область,м.Полтава. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,Хімія,українська,Зараховано,127.0,,25.0,"Національний університет "" Полтавська політехніка імені Юрія Кондратюка "" (Ц-корпус)",Полтавська область,м.Полтава. Шевченківський район міста,Шевченківський район міста,Біологія,українська,Зараховано,138.0,,37.0,"Відокремлений структурний підрозділ Полтавський коледж нафти і газу Національного університету ""Полтавська політехніка імені Юрія Кондратюка""",Полтавська область,м.Полтава. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6aba2d1c-d81b-43a2-a0a7-c645618b054c,2003,жіноча,Львівська область,Самбірський район,с.Воютичі,випускник закладу загальної середньої освіти 2020 року,село,Універсальний,українська,"Опорний заклад ""Загальної середньої освіти І-ІІІ ступенів імені Ігоря Добровольського Воютицької сільської ради Самбірського району Львівської області""",середня загальноосвітня школа,Львівська область,Самбірський район,с.Воютичі,Відділ соціально-гуманітарної політики Воютицької сільської ради Самбірського району Львівської області,Українська мова і література,Зараховано,184.0,11.0,86.0,0,Самбірський технікум економіки та інформатики,Львівська область,м.Самбір,м.Самбір,Історія України,українська,Зараховано,174.0,,64.0,Самбірський технікум економіки та інформатики,Львівська область,м.Самбір,м.Самбір,Математика,українська,Зараховано,170.0,9.0,39.0,Середня школа №1 імені Т.Г.Шевченка м.Самбора,Львівська область,м.Самбір,м.Самбір,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,148.0,8.0,стандарт(академічний),43.0,Середня школа № 10 м.Самбора Львівської області,Львівська область,м.Самбір,м.Самбір,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbd03871-7336-4f6b-af16-0c3f09b1183f,2003,чоловіча,Житомирська область,Баранівський район,смт Мар'янівка,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,Мар'янівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,Житомирська область,Баранівський район,смт Мар'янівка,"Відділ освіти, культури, у справах сім’ї, молоді та спорту Довбиської селищної ради Баранівського району Житомирської області",Українська мова і література,Зараховано,110.0,5.0,29.0,0,Новоград-Волинська загальноосвітня школа І-ІІІ ступенів №6 Житомирської області,Житомирська область,м.Новоград-Волинський,м.Новоград-Волинський,Історія України,українська,Зараховано,135.0,9.0,36.0,Ліцей №4 міста Новограда-Волинського Житомирської області,Житомирська область,м.Новоград-Волинський,м.Новоград-Волинський,Математика,українська,Зараховано,114.0,,13.0,Ліцей №1 імені Лесі Українки міста Новограда-Волинського Житомирської області,Житомирська область,м.Новоград-Волинський,м.Новоград-Волинський,Фізика,українська,Зараховано,120.0,5.0,18.0,Ліцей №2 м.Житомира,Житомирська область,м.Житомир. Корольовський район міста,Корольовський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d8dc001-47d0-4c0a-b2c2-3ebddb332eb6,1999,жіноча,Київська область,Броварський район,с.Погреби,Випускник минулих років,село,,,,,,,,,Українська мова і література,Зараховано,131.0,,43.0,0,Броварський навчально-виховний комплекс Броварської міської ради Київської області,Київська область,м.Бровари,м.Бровари,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79653fcf-58d1-4c63-9144-7cd1df155a65,2002,жіноча,Житомирська область,м.Житомир,Корольовський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Житомирський автомобільно-дорожній коледж Національного транспортного університету,заклад вищої освіти,Житомирська область,м.Житомир. Корольовський район міста,Корольовський район міста,Міністерство освіти і науки України,Українська мова і література,Не з’явився,,,,0,Загальноосвітня школа І-ІІІ ступенів № 7 імені В.В. Бражевського,Житомирська область,м.Житомир. Богунський район міста,Богунський район міста,Історія України,українська,Не з’явився,,,,Житомирський агротехнічний коледж,Житомирська область,м.Житомир. Богунський район міста,Богунський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,Загальноосвітня школа I-III ступенів №19 м. Житомира,Житомирська область,м.Житомир. Богунський район міста,Богунський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5d6c256-0e02-452d-aeaa-785bcafe227d,2003,чоловіча,Кіровоградська область,Новоархангельський район,с.Надлак,випускник закладу загальної середньої освіти 2020 року,село,Української філології,українська,Надлацьке навчально - виховне об'єднання Новоархангельської районної ради Кіровоградської області,навчально-виховне об'єднання,Кіровоградська область,Новоархангельський район,с.Надлак,"Відділ освіти, молоді та спорту Новоархангельської районної державної адміністрації",Українська мова і література,Зараховано,104.0,3.0,25.0,0,Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області,Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,Історія України,українська,Не подолав поріг,0.0,4.0,16.0,Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області,Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,126.0,5.0,37.0,"Філія ""Загальноосвітня школа №3"" Новоукраїнської загальноосвітньої школи І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області",Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d160653-3196-463a-945e-3e46238c2186,1999,жіноча,Дніпропетровська область,м.Дніпро,Самарський район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Зараховано,144.0,,52.0,0,"Комунальний заклад освіти ""Навчально-виховний комплекс № 57 ""загальноосвітній навчальний заклад І ступеня - гімназія"" Дніпровської міської ради",Дніпропетровська область,м.Дніпро. Амур-Нижньодніпровський район міста,Амур-Нижньодніпровський район міста,Історія України,українська,Зараховано,113.0,,29.0,"Державний навчальний заклад ""Дніпровський транспортно-економічний коледж""",Дніпропетровська область,м.Дніпро. Соборний район міста,Соборний район міста,Математика,українська,Зараховано,107.0,,11.0,"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури"" (корпус на вул. Паторжинського)",Дніпропетровська область,м.Дніпро. Соборний район міста,Соборний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc8cb6e7-04ea-43d3-9164-685bb8eab62b,2002,жіноча,Львівська область,Пустомитівський район,с.Підбірці,Випускник минулих років,село,,,,,,,,,,,,,,0,,,,,Історія України,українська,Зараховано,149.0,,43.0,Ліцей №70 Львівської міської ради,Львівська область,м.Львів. Личаківський район міста,Личаківський район міста,Математика,українська,Зараховано,110.0,,12.0,"Державний професійно-технічний навчальний заклад ""Міжрегіональне вище професійне училище автомобільного транспорту та будівництва м. Львова""",Львівська область,м.Львів. Франківський район міста,Франківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82045b28-18cd-4832-b3f3-d7a2e945bc50,2002,чоловіча,Кіровоградська область,Маловисківський район,с.Хмельове,випускник закладу загальної середньої освіти 2020 року,село,Екологічний,українська,Хмелівське навчально-виховне об'єднання Маловисківської районної ради Кіровоградської області,навчально-виховне об'єднання,Кіровоградська область,Маловисківський район,с.Хмельове,"Відділ освіти, молоді та спорту Маловисківської районної державної адміністрації",Українська мова і література,Не з’явився,,,,0,"Навчально-виховне об’єднання ""Новомиргородська загальноосвітня школа І-ІІІ ступенів № 3 - ДНЗ"" Новомиргородської районної ради Кіровоградської області",Кіровоградська область,Новомиргородський район,м.Новомиргород,Історія України,українська,Не з’явився,,,,"Навчально-виховне об’єднання ""Новомиргородська загальноосвітня школа І-ІІІ ступенів № 3 - ДНЗ"" Новомиргородської районної ради Кіровоградської області",Кіровоградська область,Новомиргородський район,м.Новомиргород,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Не з’явився,,,,Центральноукраїнський державний педагогічний університет імені Володимира Винниченка,Кіровоградська область,м.Кропивницький. Фортечний район міста,Фортечний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abbb939c-cebc-4b1a-8cb3-f4073f42c758,2003,чоловіча,Полтавська область,Глобинський район,смт Градизьк,випускник закладу загальної середньої освіти 2020 року,місто,Фізико-математичний,українська,Градизька гімназія імені Героя України Олександра Білаша Глобинської районної ради Полтавської області,гімназія,Полтавська область,Глобинський район,смт Градизьк,"Відділ освіти, сім'ї та молоді Глобинської райдержадміністрації Полтавської області",Українська мова і література,Зараховано,150.0,8.0,57.0,0,Кременчуцький ліцей № 6 «Правобережний» Кременчуцької міської ради Полтавської області,Полтавська область,м.Кременчук. Крюківський район міста,Крюківський район міста,Історія України,українська,Зараховано,165.0,9.0,55.0,Кременчуцький ліцей № 5 імені Т. Г. Шевченка Кременчуцької міської ради Полтавської області,Полтавська область,м.Кременчук. Автозаводський район міста,Автозаводський район міста,Математика,українська,Зараховано,121.0,,15.0,Кременчуцька загальноосвітня школа І-ІІІ ступенів № 8 Кременчуцької міської ради Полтавської області,Полтавська область,м.Кременчук. Автозаводський район міста,Автозаводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,147.0,7.0,47.0,Кременчуцький ліцей № 17 «Вибір» імені М.Г. Неленя Кременчуцької міської ради Полтавської області,Полтавська область,м.Кременчук. Автозаводський район міста,Автозаводський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
